segment,dir,time_period,mon,travel_time,,,
Bathurst-Spadina,EB,AM,09/01/2017 0:00,4.2,,,
Bathurst-Spadina,EB,AM,09/01/2017 1:00,5.1,,,
Bathurst-Spadina,EB,AM,09/01/2017 2:00,5,,,
Bathurst-Spadina,EB,AM,09/01/2017 3:00,3.5,,,
Bathurst-Spadina,EB,AM,09/01/2017 4:00,3.4,,,
Bathurst-Spadina,EB,AM,09/01/2017 5:00,4.5,,,
Bathurst-Spadina,EB,AM,09/01/2017 6:00,4.7,,,
Bathurst-Spadina,EB,AM,09/01/2017 7:00,5.3,,,
Bathurst-Spadina,EB,AM,09/01/2017 8:00,7.8,,,
Bathurst-Spadina,EB,AM,09/01/2017 9:00,9.5,,,
Bathurst-Spadina,EB,AM,09/01/2017 10:00,8.6,,,
Bathurst-Spadina,EB,AM,09/01/2017 11:00,7.5,,,
Bathurst-Spadina,EB,PM,09/01/2017 12:00,7.3,,,
Bathurst-Spadina,EB,PM,09/01/2017 13:00,6.8,,,
Bathurst-Spadina,EB,PM,09/01/2017 14:00,7.6,,,
Bathurst-Spadina,EB,PM,09/01/2017 15:00,7.9,,,
Bathurst-Spadina,EB,PM,09/01/2017 16:00,8.5,,,
Bathurst-Spadina,EB,PM,09/01/2017 17:00,9.3,,,
Bathurst-Spadina,EB,PM,09/01/2017 18:00,9.1,,,
Bathurst-Spadina,EB,PM,09/01/2017 19:00,8.9,,,
Bathurst-Spadina,EB,PM,09/01/2017 20:00,8.2,,,
Bathurst-Spadina,EB,PM,09/01/2017 21:00,6.5,,,
Bathurst-Spadina,EB,PM,09/01/2017 22:00,5.4,,,
Bathurst-Spadina,EB,PM,09/01/2017 23:00,5.2,,,
Bathurst-Spadina,WB,AM,09/01/2017 0:00,3.5,,,
Bathurst-Spadina,WB,AM,09/01/2017 1:00,4.8,,,
Bathurst-Spadina,WB,AM,09/01/2017 2:00,4.9,,,
Bathurst-Spadina,WB,AM,09/01/2017 3:00,3.6,,,
Bathurst-Spadina,WB,AM,09/01/2017 4:00,3.5,,,
Bathurst-Spadina,WB,AM,09/01/2017 5:00,4.7,,,
Bathurst-Spadina,WB,AM,09/01/2017 6:00,4.8,,,
Bathurst-Spadina,WB,AM,09/01/2017 7:00,5.2,,,
Bathurst-Spadina,WB,AM,09/01/2017 8:00,7.3,,,
Bathurst-Spadina,WB,AM,09/01/2017 9:00,8.9,,,
Bathurst-Spadina,WB,AM,09/01/2017 10:00,8.1,,,
Bathurst-Spadina,WB,AM,09/01/2017 11:00,7.8,,,
Bathurst-Spadina,WB,PM,09/01/2017 12:00,7.3,,,
Bathurst-Spadina,WB,PM,09/01/2017 13:00,6.9,,,
Bathurst-Spadina,WB,PM,09/01/2017 14:00,7.2,,,
Bathurst-Spadina,WB,PM,09/01/2017 15:00,7.3,,,
Bathurst-Spadina,WB,PM,09/01/2017 16:00,8.4,,,
Bathurst-Spadina,WB,PM,09/01/2017 17:00,9.6,,,
Bathurst-Spadina,WB,PM,09/01/2017 18:00,9,,,
Bathurst-Spadina,WB,PM,09/01/2017 19:00,8.9,,,
Bathurst-Spadina,WB,PM,09/01/2017 20:00,7.6,,,
Bathurst-Spadina,WB,PM,09/01/2017 21:00,5.5,,,
Bathurst-Spadina,WB,PM,09/01/2017 22:00,5,,,
Bathurst-Spadina,WB,PM,09/01/2017 23:00,4.6,,,
Bathurst-Spadina,EB,AM,09/16/2017 0:00,4.3,,,
Bathurst-Spadina,EB,AM,09/16/2017 1:00,5,,,
Bathurst-Spadina,EB,AM,09/16/2017 2:00,3.7,,,
Bathurst-Spadina,EB,AM,09/16/2017 3:00,3.5,,,
Bathurst-Spadina,EB,AM,09/16/2017 4:00,3.6,,,
Bathurst-Spadina,EB,AM,09/16/2017 5:00,4.2,,,
Bathurst-Spadina,EB,AM,09/16/2017 6:00,4.7,,,
Bathurst-Spadina,EB,AM,09/16/2017 7:00,4.8,,,
Bathurst-Spadina,EB,AM,09/16/2017 8:00,5.1,,,
Bathurst-Spadina,EB,AM,09/16/2017 9:00,5.5,,,
Bathurst-Spadina,EB,AM,09/16/2017 10:00,5.8,,,
Bathurst-Spadina,EB,AM,09/16/2017 11:00,7.8,,,
Bathurst-Spadina,EB,PM,09/16/2017 12:00,9.5,,,
Bathurst-Spadina,EB,PM,09/16/2017 13:00,9.9,,,
Bathurst-Spadina,EB,PM,09/16/2017 14:00,9.4,,,
Bathurst-Spadina,EB,PM,09/16/2017 15:00,9.6,,,
Bathurst-Spadina,EB,PM,09/16/2017 16:00,9.5,,,
Bathurst-Spadina,EB,PM,09/16/2017 17:00,8.9,,,
Bathurst-Spadina,EB,PM,09/16/2017 18:00,12,,,
Bathurst-Spadina,EB,PM,09/16/2017 19:00,12.5,,,
Bathurst-Spadina,EB,PM,09/16/2017 20:00,11.7,,,
Bathurst-Spadina,EB,PM,09/16/2017 21:00,8.5,,,
Bathurst-Spadina,EB,PM,09/16/2017 22:00,5,,,
Bathurst-Spadina,EB,PM,09/16/2017 23:00,5.2,,,
Bathurst-Spadina,WB,AM,09/16/2017 0:00,4.2,,,3.78
Bathurst-Spadina,WB,AM,09/16/2017 1:00,3.8,,,4.59
Bathurst-Spadina,WB,AM,09/16/2017 2:00,3.7,,,4.5
Bathurst-Spadina,WB,AM,09/16/2017 3:00,3.5,,,3.15
Bathurst-Spadina,WB,AM,09/16/2017 4:00,4,,,3.7
Bathurst-Spadina,WB,AM,09/16/2017 5:00,3.8,,,4.05
Bathurst-Spadina,WB,AM,09/16/2017 6:00,4.2,,,4.23
Bathurst-Spadina,WB,AM,09/16/2017 7:00,4.5,,,4.77
Bathurst-Spadina,WB,AM,09/16/2017 8:00,5.3,,,7.02
Bathurst-Spadina,WB,AM,09/16/2017 9:00,6.4,,,8.55
Bathurst-Spadina,WB,AM,09/16/2017 10:00,7.2,,,7.74
Bathurst-Spadina,WB,AM,09/16/2017 11:00,8.6,,,6.75
Bathurst-Spadina,WB,PM,09/16/2017 12:00,8.9,,,6.57
Bathurst-Spadina,WB,PM,09/16/2017 13:00,9.5,,,6.3
Bathurst-Spadina,WB,PM,09/16/2017 14:00,9.7,,,6.84
Bathurst-Spadina,WB,PM,09/16/2017 15:00,9,,,7.11
Bathurst-Spadina,WB,PM,09/16/2017 16:00,8.5,,,7.65
Bathurst-Spadina,WB,PM,09/16/2017 17:00,9,,,8.37
Bathurst-Spadina,WB,PM,09/16/2017 18:00,9.5,,,8.19
Bathurst-Spadina,WB,PM,09/16/2017 19:00,9.9,,,8.01
Bathurst-Spadina,WB,PM,09/16/2017 20:00,10.2,,,7.38
Bathurst-Spadina,WB,PM,09/16/2017 21:00,8.7,,,5.85
Bathurst-Spadina,WB,PM,09/16/2017 22:00,6.5,,,4.86
Bathurst-Spadina,WB,PM,09/16/2017 23:00,5.4,,,4.68
Bathurst-Spadina,EB,AM,10/01/2017 0:00,4.6,,,
Bathurst-Spadina,EB,AM,10/01/2017 1:00,4.8,,,
Bathurst-Spadina,EB,AM,10/01/2017 2:00,4,,,
Bathurst-Spadina,EB,AM,10/01/2017 3:00,3.8,,,
Bathurst-Spadina,EB,AM,10/01/2017 4:00,3.9,,,
Bathurst-Spadina,EB,AM,10/01/2017 5:00,4.5,,,
Bathurst-Spadina,EB,AM,10/01/2017 6:00,5,,,
Bathurst-Spadina,EB,AM,10/01/2017 7:00,5.1,,,
Bathurst-Spadina,EB,AM,10/01/2017 8:00,5.4,,,
Bathurst-Spadina,EB,AM,10/01/2017 9:00,5.8,,,
Bathurst-Spadina,EB,AM,10/01/2017 10:00,6.1,,,
Bathurst-Spadina,EB,AM,10/01/2017 11:00,8.1,,,
Bathurst-Spadina,EB,PM,10/01/2017 12:00,9.8,,,
Bathurst-Spadina,EB,PM,10/01/2017 13:00,10.2,,,
Bathurst-Spadina,EB,PM,10/01/2017 14:00,9.7,,,
Bathurst-Spadina,EB,PM,10/01/2017 15:00,9.9,,,
Bathurst-Spadina,EB,PM,10/01/2017 16:00,9.8,,,
Bathurst-Spadina,EB,PM,10/01/2017 17:00,9.2,,,
Bathurst-Spadina,EB,PM,10/01/2017 18:00,10.5,,,
Bathurst-Spadina,EB,PM,10/01/2017 19:00,12.8,,,
Bathurst-Spadina,EB,PM,10/01/2017 20:00,12,,,
Bathurst-Spadina,EB,PM,10/01/2017 21:00,8.8,,,
Bathurst-Spadina,EB,PM,10/01/2017 22:00,5.6,,,
Bathurst-Spadina,EB,PM,10/01/2017 23:00,5.5,,,
Bathurst-Spadina,EB,AM,10/02/2017 0:00,4.5,,,
Bathurst-Spadina,EB,AM,10/02/2017 1:00,5.4,,,
Bathurst-Spadina,EB,AM,10/02/2017 2:00,5.3,,,
Bathurst-Spadina,EB,AM,10/02/2017 3:00,3.8,,,
Bathurst-Spadina,EB,AM,10/02/2017 4:00,3.7,,,
Bathurst-Spadina,EB,AM,10/02/2017 5:00,4.8,,,
Bathurst-Spadina,EB,AM,10/02/2017 6:00,5,,,
Bathurst-Spadina,EB,AM,10/02/2017 7:00,5.6,,,
Bathurst-Spadina,EB,AM,10/02/2017 8:00,8.1,,,
Bathurst-Spadina,EB,AM,10/02/2017 9:00,9.8,,,
Bathurst-Spadina,EB,AM,10/02/2017 10:00,8.9,,,
Bathurst-Spadina,EB,AM,10/02/2017 11:00,7.8,,,
Bathurst-Spadina,EB,PM,10/02/2017 12:00,7.6,,,
Bathurst-Spadina,EB,PM,10/02/2017 13:00,7.3,,,
Bathurst-Spadina,EB,PM,10/02/2017 14:00,7.9,,,
Bathurst-Spadina,EB,PM,10/02/2017 15:00,8.2,,,
Bathurst-Spadina,EB,PM,10/02/2017 16:00,8.8,,,
Bathurst-Spadina,EB,PM,10/02/2017 17:00,9.6,,,
Bathurst-Spadina,EB,PM,10/02/2017 18:00,9.4,,,
Bathurst-Spadina,EB,PM,10/02/2017 19:00,9.2,,,
Bathurst-Spadina,EB,PM,10/02/2017 20:00,8.5,,,
Bathurst-Spadina,EB,PM,10/02/2017 21:00,6.8,,,
Bathurst-Spadina,EB,PM,10/02/2017 22:00,5.7,,,
Bathurst-Spadina,EB,PM,10/02/2017 23:00,5.5,,,
Bathurst-Spadina,WB,AM,10/01/2017 0:00,4.5,,,
Bathurst-Spadina,WB,AM,10/01/2017 1:00,4.1,,,
Bathurst-Spadina,WB,AM,10/01/2017 2:00,4,,,
Bathurst-Spadina,WB,AM,10/01/2017 3:00,3.8,,,
Bathurst-Spadina,WB,AM,10/01/2017 4:00,3.9,,,
Bathurst-Spadina,WB,AM,10/01/2017 5:00,4.1,,,
Bathurst-Spadina,WB,AM,10/01/2017 6:00,4.5,,,
Bathurst-Spadina,WB,AM,10/01/2017 7:00,4.8,,,
Bathurst-Spadina,WB,AM,10/01/2017 8:00,5.6,,,
Bathurst-Spadina,WB,AM,10/01/2017 9:00,6.7,,,
Bathurst-Spadina,WB,AM,10/01/2017 10:00,7.5,,,
Bathurst-Spadina,WB,AM,10/01/2017 11:00,8.9,,,
Bathurst-Spadina,WB,PM,10/01/2017 12:00,9.2,,,
Bathurst-Spadina,WB,PM,10/01/2017 13:00,9.8,,,
Bathurst-Spadina,WB,PM,10/01/2017 14:00,10,,,
Bathurst-Spadina,WB,PM,10/01/2017 15:00,9.3,,,
Bathurst-Spadina,WB,PM,10/01/2017 16:00,8.8,,,
Bathurst-Spadina,WB,PM,10/01/2017 17:00,9.3,,,
Bathurst-Spadina,WB,PM,10/01/2017 18:00,9.8,,,
Bathurst-Spadina,WB,PM,10/01/2017 19:00,10.2,,,
Bathurst-Spadina,WB,PM,10/01/2017 20:00,10.5,,,
Bathurst-Spadina,WB,PM,10/01/2017 21:00,9,,,
Bathurst-Spadina,WB,PM,10/01/2017 22:00,6.8,,,
Bathurst-Spadina,WB,PM,10/01/2017 23:00,5.7,,,
Bathurst-Spadina,WB,AM,10/02/2017 0:00,3.8,,,
Bathurst-Spadina,WB,AM,10/02/2017 1:00,5.1,,,
Bathurst-Spadina,WB,AM,10/02/2017 2:00,5.2,,,
Bathurst-Spadina,WB,AM,10/02/2017 3:00,3.9,,,
Bathurst-Spadina,WB,AM,10/02/2017 4:00,3.8,,,
Bathurst-Spadina,WB,AM,10/02/2017 5:00,5,,,
Bathurst-Spadina,WB,AM,10/02/2017 6:00,5.1,,,
Bathurst-Spadina,WB,AM,10/02/2017 7:00,6,,,
Bathurst-Spadina,WB,AM,10/02/2017 8:00,7.6,,,
Bathurst-Spadina,WB,AM,10/02/2017 9:00,9.2,,,
Bathurst-Spadina,WB,AM,10/02/2017 10:00,8.4,,,
Bathurst-Spadina,WB,AM,10/02/2017 11:00,8.1,,,
Bathurst-Spadina,WB,PM,10/02/2017 12:00,7.6,,,
Bathurst-Spadina,WB,PM,10/02/2017 13:00,7,,,
Bathurst-Spadina,WB,PM,10/02/2017 14:00,7.5,,,
Bathurst-Spadina,WB,PM,10/02/2017 15:00,7.6,,,
Bathurst-Spadina,WB,PM,10/02/2017 16:00,8.7,,,
Bathurst-Spadina,WB,PM,10/02/2017 17:00,9.9,,,
Bathurst-Spadina,WB,PM,10/02/2017 18:00,9.7,,,
Bathurst-Spadina,WB,PM,10/02/2017 19:00,9.2,,,
Bathurst-Spadina,WB,PM,10/02/2017 20:00,7.9,,,
Bathurst-Spadina,WB,PM,10/02/2017 21:00,6,,,
Bathurst-Spadina,WB,PM,10/02/2017 22:00,5.3,,,
Bathurst-Spadina,WB,PM,10/02/2017 23:00,4.9,,,
Bathurst-Spadina,EB,AM,11/01/2017 0:00,4.3,,,
Bathurst-Spadina,EB,AM,11/01/2017 1:00,5.2,,,
Bathurst-Spadina,EB,AM,11/01/2017 2:00,5.1,,,
Bathurst-Spadina,EB,AM,11/01/2017 3:00,3.6,,,
Bathurst-Spadina,EB,AM,11/01/2017 4:00,3.5,,,
Bathurst-Spadina,EB,AM,11/01/2017 5:00,4.6,,,
Bathurst-Spadina,EB,AM,11/01/2017 6:00,4.8,,,
Bathurst-Spadina,EB,AM,11/01/2017 7:00,5.4,,,
Bathurst-Spadina,EB,AM,11/01/2017 8:00,7.9,,,
Bathurst-Spadina,EB,AM,11/01/2017 9:00,9.6,,,
Bathurst-Spadina,EB,AM,11/01/2017 10:00,8.7,,,
Bathurst-Spadina,EB,AM,11/01/2017 11:00,7.6,,,
Bathurst-Spadina,EB,PM,11/01/2017 12:00,7.4,,,
Bathurst-Spadina,EB,PM,11/01/2017 13:00,7.1,,,
Bathurst-Spadina,EB,PM,11/01/2017 14:00,7.7,,,
Bathurst-Spadina,EB,PM,11/01/2017 15:00,8,,,
Bathurst-Spadina,EB,PM,11/01/2017 16:00,8.6,,,
Bathurst-Spadina,EB,PM,11/01/2017 17:00,9.4,,,
Bathurst-Spadina,EB,PM,11/01/2017 18:00,9.2,,,
Bathurst-Spadina,EB,PM,11/01/2017 19:00,9,,,
Bathurst-Spadina,EB,PM,11/01/2017 20:00,8.3,,,
Bathurst-Spadina,EB,PM,11/01/2017 21:00,6.6,,,
Bathurst-Spadina,EB,PM,11/01/2017 22:00,5.5,,,
Bathurst-Spadina,EB,PM,11/01/2017 23:00,5.3,,,
Bathurst-Spadina,EB,AM,11/11/2017 0:00,4.4,,,
Bathurst-Spadina,EB,AM,11/11/2017 1:00,4.6,,,
Bathurst-Spadina,EB,AM,11/11/2017 2:00,3.8,,,
Bathurst-Spadina,EB,AM,11/11/2017 3:00,3.6,,,
Bathurst-Spadina,EB,AM,11/11/2017 4:00,3.7,,,
Bathurst-Spadina,EB,AM,11/11/2017 5:00,4.3,,,
Bathurst-Spadina,EB,AM,11/11/2017 6:00,4.8,,,
Bathurst-Spadina,EB,AM,11/11/2017 7:00,4.9,,,
Bathurst-Spadina,EB,AM,11/11/2017 8:00,5.2,,,
Bathurst-Spadina,EB,AM,11/11/2017 9:00,7.8,,,
Bathurst-Spadina,EB,AM,11/11/2017 10:00,5.9,,,
Bathurst-Spadina,EB,AM,11/11/2017 11:00,7.9,,,
Bathurst-Spadina,EB,PM,11/11/2017 12:00,9.6,,,
Bathurst-Spadina,EB,PM,11/11/2017 13:00,10,,,
Bathurst-Spadina,EB,PM,11/11/2017 14:00,9.5,,,
Bathurst-Spadina,EB,PM,11/11/2017 15:00,9.7,,,
Bathurst-Spadina,EB,PM,11/11/2017 16:00,9.6,,,
Bathurst-Spadina,EB,PM,11/11/2017 17:00,9,,,
Bathurst-Spadina,EB,PM,11/11/2017 18:00,10.3,,,
Bathurst-Spadina,EB,PM,11/11/2017 19:00,12.6,,,
Bathurst-Spadina,EB,PM,11/11/2017 20:00,11.8,,,
Bathurst-Spadina,EB,PM,11/11/2017 21:00,8.6,,,
Bathurst-Spadina,EB,PM,11/11/2017 22:00,5.4,,,
Bathurst-Spadina,EB,PM,11/11/2017 23:00,5.3,,,
Bathurst-Spadina,WB,AM,11/01/2017 0:00,3.6,,,
Bathurst-Spadina,WB,AM,11/01/2017 1:00,4.9,,,
Bathurst-Spadina,WB,AM,11/01/2017 2:00,5,,,
Bathurst-Spadina,WB,AM,11/01/2017 3:00,3.7,,,
Bathurst-Spadina,WB,AM,11/01/2017 4:00,3.6,,,
Bathurst-Spadina,WB,AM,11/01/2017 5:00,4.8,,,
Bathurst-Spadina,WB,AM,11/01/2017 6:00,4.9,,,
Bathurst-Spadina,WB,AM,11/01/2017 7:00,5.8,,,
Bathurst-Spadina,WB,AM,11/01/2017 8:00,6,,,
Bathurst-Spadina,WB,AM,11/01/2017 9:00,9.2,,,
Bathurst-Spadina,WB,AM,11/01/2017 10:00,8.5,,,
Bathurst-Spadina,WB,AM,11/01/2017 11:00,7.9,,,
Bathurst-Spadina,WB,PM,11/01/2017 12:00,7.4,,,
Bathurst-Spadina,WB,PM,11/01/2017 13:00,6.8,,,
Bathurst-Spadina,WB,PM,11/01/2017 14:00,7.3,,,
Bathurst-Spadina,WB,PM,11/01/2017 15:00,7.4,,,
Bathurst-Spadina,WB,PM,11/01/2017 16:00,8.5,,,
Bathurst-Spadina,WB,PM,11/01/2017 17:00,9.7,,,
Bathurst-Spadina,WB,PM,11/01/2017 18:00,9.5,,,
Bathurst-Spadina,WB,PM,11/01/2017 19:00,9,,,
Bathurst-Spadina,WB,PM,11/01/2017 20:00,7.7,,,
Bathurst-Spadina,WB,PM,11/01/2017 21:00,5.8,,,
Bathurst-Spadina,WB,PM,11/01/2017 22:00,5.1,,,
Bathurst-Spadina,WB,PM,11/01/2017 23:00,4.7,,,
Bathurst-Spadina,WB,AM,11/11/2017 0:00,4.3,,,
Bathurst-Spadina,WB,AM,11/11/2017 1:00,3.9,,,
Bathurst-Spadina,WB,AM,11/11/2017 2:00,3.8,,,
Bathurst-Spadina,WB,AM,11/11/2017 3:00,3.6,,,
Bathurst-Spadina,WB,AM,11/11/2017 4:00,3.7,,,
Bathurst-Spadina,WB,AM,11/11/2017 5:00,3.9,,,
Bathurst-Spadina,WB,AM,11/11/2017 6:00,4.3,,,
Bathurst-Spadina,WB,AM,11/11/2017 7:00,4.6,,,
Bathurst-Spadina,WB,AM,11/11/2017 8:00,6.3,,,
Bathurst-Spadina,WB,AM,11/11/2017 9:00,7.2,,,
Bathurst-Spadina,WB,AM,11/11/2017 10:00,8.5,,,
Bathurst-Spadina,WB,AM,11/11/2017 11:00,8.7,,,
Bathurst-Spadina,WB,PM,11/11/2017 12:00,9,,,
Bathurst-Spadina,WB,PM,11/11/2017 13:00,9.6,,,
Bathurst-Spadina,WB,PM,11/11/2017 14:00,9.8,,,
Bathurst-Spadina,WB,PM,11/11/2017 15:00,9.1,,,
Bathurst-Spadina,WB,PM,11/11/2017 16:00,8.6,,,
Bathurst-Spadina,WB,PM,11/11/2017 17:00,9.1,,,
Bathurst-Spadina,WB,PM,11/11/2017 18:00,9.6,,,
Bathurst-Spadina,WB,PM,11/11/2017 19:00,10,,,
Bathurst-Spadina,WB,PM,11/11/2017 20:00,10.3,,,
Bathurst-Spadina,WB,PM,11/11/2017 21:00,8.8,,,
Bathurst-Spadina,WB,PM,11/11/2017 22:00,6.6,,,
Bathurst-Spadina,WB,PM,11/11/2017 23:00,5.5,,,
Bathurst-Spadina,EB,AM,12/01/2017 0:00,4,,,
Bathurst-Spadina,EB,AM,12/01/2017 1:00,4.9,,,
Bathurst-Spadina,EB,AM,12/01/2017 2:00,4.8,,,
Bathurst-Spadina,EB,AM,12/01/2017 3:00,3.3,,,
Bathurst-Spadina,EB,AM,12/01/2017 4:00,3.2,,,
Bathurst-Spadina,EB,AM,12/01/2017 5:00,4.3,,,
Bathurst-Spadina,EB,AM,12/01/2017 6:00,4.5,,,
Bathurst-Spadina,EB,AM,12/01/2017 7:00,5.1,,,
Bathurst-Spadina,EB,AM,12/01/2017 8:00,7.6,,,
Bathurst-Spadina,EB,AM,12/01/2017 9:00,9.3,,,
Bathurst-Spadina,EB,AM,12/01/2017 10:00,8.4,,,
Bathurst-Spadina,EB,AM,12/01/2017 11:00,7.3,,,
Bathurst-Spadina,EB,PM,12/01/2017 12:00,7.1,,,
Bathurst-Spadina,EB,PM,12/01/2017 13:00,6.8,,,
Bathurst-Spadina,EB,PM,12/01/2017 14:00,7.4,,,
Bathurst-Spadina,EB,PM,12/01/2017 15:00,7.7,,,
Bathurst-Spadina,EB,PM,12/01/2017 16:00,8.3,,,
Bathurst-Spadina,EB,PM,12/01/2017 17:00,9.1,,,
Bathurst-Spadina,EB,PM,12/01/2017 18:00,8.9,,,
Bathurst-Spadina,EB,PM,12/01/2017 19:00,8.7,,,
Bathurst-Spadina,EB,PM,12/01/2017 20:00,8,,,
Bathurst-Spadina,EB,PM,12/01/2017 21:00,6.3,,,
Bathurst-Spadina,EB,PM,12/01/2017 22:00,5.2,,,
Bathurst-Spadina,EB,PM,12/01/2017 23:00,5,,,
Bathurst-Spadina,EB,AM,12/09/2017 0:00,3.3,,,
Bathurst-Spadina,EB,AM,12/09/2017 1:00,4.6,,,
Bathurst-Spadina,EB,AM,12/09/2017 2:00,4.7,,,
Bathurst-Spadina,EB,AM,12/09/2017 3:00,3.4,,,
Bathurst-Spadina,EB,AM,12/09/2017 4:00,3.3,,,
Bathurst-Spadina,EB,AM,12/09/2017 5:00,4.5,,,
Bathurst-Spadina,EB,AM,12/09/2017 6:00,4.6,,,
Bathurst-Spadina,EB,AM,12/09/2017 7:00,5.5,,,
Bathurst-Spadina,EB,AM,12/09/2017 8:00,5.7,,,
Bathurst-Spadina,EB,AM,12/09/2017 9:00,8.9,,,
Bathurst-Spadina,EB,AM,12/09/2017 10:00,8.2,,,
Bathurst-Spadina,EB,AM,12/09/2017 11:00,7.6,,,
Bathurst-Spadina,EB,PM,12/09/2017 12:00,7.1,,,
Bathurst-Spadina,EB,PM,12/09/2017 13:00,6.5,,,
Bathurst-Spadina,EB,PM,12/09/2017 14:00,7,,,
Bathurst-Spadina,EB,PM,12/09/2017 15:00,7.1,,,
Bathurst-Spadina,EB,PM,12/09/2017 16:00,8.2,,,
Bathurst-Spadina,EB,PM,12/09/2017 17:00,9.4,,,
Bathurst-Spadina,EB,PM,12/09/2017 18:00,9.2,,,
Bathurst-Spadina,EB,PM,12/09/2017 19:00,8.7,,,
Bathurst-Spadina,EB,PM,12/09/2017 20:00,7.4,,,
Bathurst-Spadina,EB,PM,12/09/2017 21:00,5.5,,,
Bathurst-Spadina,EB,PM,12/09/2017 22:00,4.8,,,
Bathurst-Spadina,EB,PM,12/09/2017 23:00,4.4,,,
Bathurst-Spadina,WB,AM,12/01/2017 0:00,4.1,,,
Bathurst-Spadina,WB,AM,12/01/2017 1:00,4.3,,,
Bathurst-Spadina,WB,AM,12/01/2017 2:00,3.5,,,
Bathurst-Spadina,WB,AM,12/01/2017 3:00,3.3,,,
Bathurst-Spadina,WB,AM,12/01/2017 4:00,3.4,,,
Bathurst-Spadina,WB,AM,12/01/2017 5:00,4,,,
Bathurst-Spadina,WB,AM,12/01/2017 6:00,4.5,,,
Bathurst-Spadina,WB,AM,12/01/2017 7:00,4.6,,,
Bathurst-Spadina,WB,AM,12/01/2017 8:00,4.9,,,
Bathurst-Spadina,WB,AM,12/01/2017 9:00,7.5,,,
Bathurst-Spadina,WB,AM,12/01/2017 10:00,5.6,,,
Bathurst-Spadina,WB,AM,12/01/2017 11:00,7.6,,,
Bathurst-Spadina,WB,PM,12/01/2017 12:00,9.3,,,
Bathurst-Spadina,WB,PM,12/01/2017 13:00,9.7,,,
Bathurst-Spadina,WB,PM,12/01/2017 14:00,9.2,,,
Bathurst-Spadina,WB,PM,12/01/2017 15:00,9.4,,,
Bathurst-Spadina,WB,PM,12/01/2017 16:00,9.3,,,
Bathurst-Spadina,WB,PM,12/01/2017 17:00,8.7,,,
Bathurst-Spadina,WB,PM,12/01/2017 18:00,10,,,
Bathurst-Spadina,WB,PM,12/01/2017 19:00,12.3,,,
Bathurst-Spadina,WB,PM,12/01/2017 20:00,11.5,,,
Bathurst-Spadina,WB,PM,12/01/2017 21:00,8.3,,,
Bathurst-Spadina,WB,PM,12/01/2017 22:00,5.1,,,
Bathurst-Spadina,WB,PM,12/01/2017 23:00,5,,,
Bathurst-Spadina,WB,AM,12/09/2017 0:00,4,,,
Bathurst-Spadina,WB,AM,12/09/2017 1:00,3.6,,,
Bathurst-Spadina,WB,AM,12/09/2017 2:00,3.5,,,
Bathurst-Spadina,WB,AM,12/09/2017 3:00,3.3,,,
Bathurst-Spadina,WB,AM,12/09/2017 4:00,3.4,,,
Bathurst-Spadina,WB,AM,12/09/2017 5:00,3.6,,,
Bathurst-Spadina,WB,AM,12/09/2017 6:00,4,,,
Bathurst-Spadina,WB,AM,12/09/2017 7:00,4.3,,,
Bathurst-Spadina,WB,AM,12/09/2017 8:00,6,,,
Bathurst-Spadina,WB,AM,12/09/2017 9:00,6.9,,,
Bathurst-Spadina,WB,AM,12/09/2017 10:00,8.2,,,
Bathurst-Spadina,WB,AM,12/09/2017 11:00,8.4,,,
Bathurst-Spadina,WB,PM,12/09/2017 12:00,8.7,,,
Bathurst-Spadina,WB,PM,12/09/2017 13:00,9.3,,,
Bathurst-Spadina,WB,PM,12/09/2017 14:00,9.5,,,
Bathurst-Spadina,WB,PM,12/09/2017 15:00,8.8,,,
Bathurst-Spadina,WB,PM,12/09/2017 16:00,8.3,,,
Bathurst-Spadina,WB,PM,12/09/2017 17:00,8.8,,,
Bathurst-Spadina,WB,PM,12/09/2017 18:00,9.3,,,
Bathurst-Spadina,WB,PM,12/09/2017 19:00,9.7,,,
Bathurst-Spadina,WB,PM,12/09/2017 20:00,10,,,
Bathurst-Spadina,WB,PM,12/09/2017 21:00,8.5,,,
Bathurst-Spadina,WB,PM,12/09/2017 22:00,6.3,,,
Bathurst-Spadina,WB,PM,12/09/2017 23:00,5.2,,,
Spadina-University,EB,AM,09/01/2017 0:00,4.62,,,
Spadina-University,EB,AM,09/01/2017 1:00,5.61,,,
Spadina-University,EB,AM,09/01/2017 2:00,5.5,,,
Spadina-University,EB,AM,09/01/2017 3:00,3.85,,,
Spadina-University,EB,AM,09/01/2017 4:00,3.74,,,
Spadina-University,EB,AM,09/01/2017 5:00,4.95,,,
Spadina-University,EB,AM,09/01/2017 6:00,5.17,,,
Spadina-University,EB,AM,09/01/2017 7:00,5.83,,,
Spadina-University,EB,AM,09/01/2017 8:00,8.58,,,
Spadina-University,EB,AM,09/01/2017 9:00,10.45,,,
Spadina-University,EB,AM,09/01/2017 10:00,9.46,,,
Spadina-University,EB,AM,09/01/2017 11:00,8.25,,,
Spadina-University,EB,PM,09/01/2017 12:00,8.03,,,
Spadina-University,EB,PM,09/01/2017 13:00,7.7,,,
Spadina-University,EB,PM,09/01/2017 14:00,8.36,,,
Spadina-University,EB,PM,09/01/2017 15:00,8.69,,,
Spadina-University,EB,PM,09/01/2017 16:00,9.35,,,
