"message_datetime";"route";"run";"vehicle";"latitude";"longitude";"position";"cnt";"month";"day"
"2017-09-27 10:50:20";"514";"52";"4422";"43.643932";"-79.402214";"0101000020E610000093FFC9DFBDD953C0876C205D6CD24540";"2";"9";"3"
"2017-09-27 10:50:20";"514";"56";"4422";"43.643917";"-79.402313";"0101000020E61000005D70067FBFD953C0522B4CDF6BD24540";"2";"9";"3"
"2017-09-26 10:12:20";"510";"23";"4418";"43.667252";"-79.403717";"0101000020E6100000B6F5D37FD6D953C06518778368D54540";"2";"9";"2"
"2017-09-21 10:56:00";"501";"9";"4210";"43.652534";"-79.378815";"0101000020E6100000FE0E45813ED853C098C3EE3B86D34540";"2";"9";"4"
"2017-09-19 10:42:00";"506";"8";"4141";"43.649632";"-79.431213";"0101000020E61000000B2769FE98DB53C0B037312427D34540";"2";"9";"2"
"2017-09-19 10:48:00";"506";"8";"4141";"43.650150";"-79.439384";"0101000020E6100000AF9811DE1EDC53C048BF7D1D38D34540";"2";"9";"2"
"2017-09-29 10:50:00";"504";"10";"4146";"43.656784";"-79.453415";"0101000020E6100000042159C004DD53C09E44847F11D44540";"2";"9";"5"
"2017-09-29 10:50:00";"504";"11";"4146";"43.656784";"-79.453415";"0101000020E6100000042159C004DD53C09E44847F11D44540";"2";"9";"5"
"2017-09-21 10:11:00";"512";"13";"4147";"43.678417";"-79.440933";"0101000020E61000008AAE0B3F38DC53C07506465ED6D64540";"2";"9";"4"
"2017-09-21 10:11:00";"512";"11";"4147";"43.678135";"-79.442169";"0101000020E61000008693347F4CDC53C0F0A2AF20CDD64540";"2";"9";"4"
"2017-09-29 10:02:20";"501";"20";"4217";"43.638767";"-79.445816";"0101000020E61000002502D53F88DC53C0CC61F71DC3D14540";"2";"9";"5"
"2017-09-21 11:51:00";"512";"3";"4108";"43.683949";"-79.413902";"0101000020E6100000EF6FD05E7DDA53C0E2900DA48BD74540";"2";"9";"4"
"2017-09-19 11:18:40";"506";"9";"4108";"43.650185";"-79.440033";"0101000020E61000004A0A2C8029DC53C0C5AC174339D34540";"2";"9";"2"
"2017-09-18 11:16:00";"506";"9";"4184";"43.650185";"-79.440048";"0101000020E6100000E52A16BF29DC53C0C5AC174339D34540";"2";"9";"1"
"2017-09-07 11:38:20";"501";"14";"4202";"43.639015";"-79.448219";"0101000020E6100000889CBE9EAFDC53C0A453573ECBD14540";"2";"9";"4"
"2017-09-27 11:48:00";"501";"4";"4212";"43.661301";"-79.338997";"0101000020E61000004C1C7920B2D553C0F3E7DB82A5D44540";"2";"9";"3"
"2017-09-12 11:40:40";"511";"2";"1501";"43.665699";"-79.411232";"0101000020E610000065C405A051DA53C06DFDF49F35D54540";"2";"9";"2"
"2017-09-27 11:48:00";"501";"20";"4212";"43.661434";"-79.338264";"0101000020E6100000815A0C1EA6D553C0323B8BDEA9D44540";"2";"9";"3"
"2017-09-05 11:04:20";"511";"8";"8310";"43.666565";"-79.411285";"0101000020E61000007715527E52DA53C041D47D0052D54540";"2";"9";"2"
"2017-09-27 11:04:00";"506";"53";"1687";"43.659050";"-79.401154";"0101000020E610000037AAD381ACD953C0E3361AC05BD44540";"2";"9";"3"
"2017-09-18 11:12:00";"501";"8";"4237";"43.638565";"-79.447182";"0101000020E6100000085740A19EDC53C064AF777FBCD14540";"2";"9";"1"
"2017-09-18 11:12:00";"501";"9";"4237";"43.638565";"-79.447182";"0101000020E6100000085740A19EDC53C064AF777FBCD14540";"2";"9";"1"
"2017-09-08 11:00:40";"506";"53";"8362";"43.659000";"-79.400803";"0101000020E6100000E048A0C1A6D953C03108AC1C5AD44540";"2";"9";"5"
"2017-09-21 11:51:00";"512";"12";"4108";"43.683750";"-79.414680";"0101000020E61000008A93FB1D8ADA53C0EC51B81E85D74540";"2";"9";"4"
"2017-09-12 12:13:20";"506";"18";"4051";"43.650150";"-79.440048";"0101000020E6100000E52A16BF29DC53C048BF7D1D38D34540";"2";"9";"2"
"2017-09-07 12:54:20";"512";"38";"4048";"43.680134";"-79.433098";"0101000020E6100000A27DACE0B7DB53C0E77283A10ED74540";"2";"9";"4"
"2017-09-07 12:54:20";"512";"4";"4048";"43.680168";"-79.432800";"0101000020E61000005D6DC5FEB2DB53C093E4B9BE0FD74540";"2";"9";"4"
"2017-09-13 12:21:40";"512";"14";"4139";"43.673866";"-79.461700";"0101000020E61000000B24287E8CDD53C073F1B73D41D64540";"2";"9";"3"
"2017-09-13 12:21:40";"512";"37";"4139";"43.673683";"-79.462486";"0101000020E6100000E736E15E99DD53C0826F9A3E3BD64540";"2";"9";"3"
"2017-09-29 12:55:00";"501";"81";"8648";"43.665134";"-79.322098";"0101000020E6100000D906EE409DD453C095BA641C23D54540";"2";"9";"5"
"2017-09-15 12:12:00";"506";"18";"4113";"43.650185";"-79.440147";"0101000020E6100000AE9B525E2BDC53C0C5AC174339D34540";"2";"9";"5"
"2017-09-21 12:18:40";"510";"8";"4434";"43.667149";"-79.403786";"0101000020E61000004A253CA1D7D953C09147702365D54540";"2";"9";"4"
"2017-09-28 12:08:00";"512";"11";"4434";"43.678066";"-79.442314";"0101000020E6100000072461DF4EDC53C0C843DFDDCAD64540";"2";"9";"4"
"2017-09-28 12:41:00";"506";"22";"4176";"43.650166";"-79.440086";"0101000020E61000005B5B785E2ADC53C04E7CB5A338D34540";"2";"9";"4"
"2017-09-05 12:37:20";"512";"37";"4170";"43.672649";"-79.467133";"0101000020E61000007978CF81E5DD53C0F357C85C19D64540";"2";"9";"2"
"2017-09-05 12:37:20";"512";"14";"4170";"43.672649";"-79.467133";"0101000020E61000007978CF81E5DD53C0F357C85C19D64540";"2";"9";"2"
"2017-09-06 12:37:40";"501";"80";"8614";"43.665115";"-79.322166";"0101000020E61000008578245E9ED453C01E8A027D22D54540";"2";"9";"3"
"2017-09-28 12:08:00";"512";"13";"4434";"43.678032";"-79.442467";"0101000020E6100000CAA31B6151DC53C01CD2A8C0C9D64540";"2";"9";"4"
"2017-09-01 13:04:40";"509";"5";"4440";"43.639050";"-79.385231";"0101000020E6100000F299EC9FA7D853C02041F163CCD14540";"2";"9";"5"
"2017-09-19 13:10:20";"506";"53";"1801";"43.659035";"-79.401154";"0101000020E610000037AAD381ACD953C0AEF545425BD44540";"2";"9";"2"
"2017-09-25 13:48:40";"511";"9";"1814";"43.666218";"-79.411301";"0101000020E6100000F9F36DC152DA53C0D600A5A146D54540";"2";"9";"1"
"2017-09-04 13:16:20";"504";"6";"4035";"43.639935";"-79.446602";"0101000020E610000001158E2095DC53C06B48DC63E9D14540";"2";"9";"1"
"2017-09-04 13:16:20";"504";"4";"4035";"43.639301";"-79.446335";"0101000020E6100000DA03ADC090DC53C06AA67B9DD4D14540";"2";"9";"1"
"2017-09-12 13:44:40";"512";"7";"4089";"43.685234";"-79.408302";"0101000020E61000000D39B69E21DA53C0BB0D6ABFB5D74540";"2";"9";"2"
"2017-09-12 13:44:40";"512";"38";"4089";"43.685368";"-79.407684";"0101000020E61000008FC6A17E17DA53C0CADC7C23BAD74540";"2";"9";"2"
"2017-09-22 13:39:00";"512";"5";"4130";"43.687881";"-79.393013";"0101000020E6100000C879FF1F27D953C017450F7C0CD84540";"2";"9";"5"
"2017-09-22 13:39:00";"512";"15";"4130";"43.687881";"-79.393013";"0101000020E6100000C879FF1F27D953C017450F7C0CD84540";"2";"9";"5"
"2017-09-20 13:52:20";"512";"4";"4131";"43.673565";"-79.462730";"0101000020E610000032384A5E9DDD53C0795DBF6037D64540";"2";"9";"3"
"2017-09-20 13:52:20";"512";"14";"4131";"43.673565";"-79.462730";"0101000020E610000032384A5E9DDD53C0795DBF6037D64540";"2";"9";"3"
"2017-09-22 13:56:20";"501";"22";"4222";"43.648151";"-79.399246";"0101000020E6100000C443183F8DD953C052EFA99CF6D24540";"2";"9";"5"
"2017-09-22 13:56:20";"501";"12";"4222";"43.648232";"-79.398720";"0101000020E6100000B610E4A084D953C03F1C2444F9D24540";"2";"9";"5"
"2017-09-13 13:16:40";"501";"6";"4226";"43.638565";"-79.446899";"0101000020E61000005E6743FE99DC53C064AF777FBCD14540";"2";"9";"3"
"2017-09-13 13:16:40";"501";"9";"4226";"43.638565";"-79.446899";"0101000020E61000005E6743FE99DC53C064AF777FBCD14540";"2";"9";"3"
"2017-09-25 13:48:40";"501";"14";"4237";"43.638515";"-79.446632";"0101000020E61000003656629E95DC53C0B28009DCBAD14540";"2";"9";"1"
"2017-09-11 13:35:20";"512";"38";"4408";"43.687832";"-79.392952";"0101000020E61000007539252026D953C0369204E10AD84540";"2";"9";"1"
"2017-09-11 13:35:20";"512";"8";"4408";"43.687832";"-79.392952";"0101000020E61000007539252026D953C0369204E10AD84540";"2";"9";"1"
"2017-09-22 13:46:40";"510";"5";"4411";"43.637833";"-79.391914";"0101000020E61000000D36751E15D953C0A0A70183A4D14540";"2";"9";"5"
"2017-09-22 13:46:40";"510";"21";"4411";"43.637833";"-79.391914";"0101000020E61000000D36751E15D953C0A0A70183A4D14540";"2";"9";"5"
"2017-09-14 13:32:20";"514";"52";"4416";"43.646317";"-79.389366";"0101000020E6100000280B5F5FEBD853C0A7ECF483BAD24540";"2";"9";"4"
"2017-09-14 13:32:20";"514";"56";"4416";"43.646767";"-79.388901";"0101000020E61000006E1805C1E3D853C0E690D442C9D24540";"2";"9";"4"
"2017-09-22 13:37:00";"512";"1";"4419";"43.677032";"-79.447250";"0101000020E6100000B4C876BE9FDC53C0382C0DFCA8D64540";"2";"9";"5"
"2017-09-22 13:37:00";"512";"14";"4419";"43.677052";"-79.447220";"0101000020E61000007F87A2409FDC53C080D8D2A3A9D64540";"2";"9";"5"
"2017-09-05 13:16:00";"510";"7";"4425";"43.667168";"-79.403816";"0101000020E61000008066101FD8D953C00778D2C265D54540";"2";"9";"2"
"2017-09-01 13:04:40";"509";"1";"4440";"43.638832";"-79.386398";"0101000020E6100000594FADBEBAD853C0B3D1393FC5D14540";"2";"9";"5"
"2017-09-21 13:43:20";"502";"52";"7797";"43.681484";"-79.284836";"0101000020E61000004D2EC6C03AD253C0A65F22DE3AD74540";"2";"9";"4"
"2017-09-28 13:59:00";"502";"8";"8114";"43.681534";"-79.284698";"0101000020E610000025CFF57D38D253C0588E90813CD74540";"2";"9";"4"
"2017-09-06 14:29:20";"501";"84";"8615";"43.665150";"-79.322113";"0101000020E61000007427D87F9DD453C09A779CA223D54540";"2";"9";"3"
"2017-09-29 14:57:20";"512";"36";"4414";"43.676182";"-79.451050";"0101000020E610000017B7D100DEDC53C06A12BC218DD64540";"2";"9";"5"
"2017-09-12 14:29:20";"512";"8";"4170";"43.677982";"-79.442734";"0101000020E6100000F2B4FCC055DC53C06AA33A1DC8D64540";"2";"9";"2"
"2017-09-01 14:29:20";"502";"11";"8103";"43.681416";"-79.285080";"0101000020E6100000982F2FC03ED253C04E7CB5A338D74540";"2";"9";"5"
"2017-09-28 14:37:40";"502";"51";"8179";"43.681435";"-79.284813";"0101000020E6100000711E4E603AD253C0C5AC174339D74540";"2";"9";"4"
"2017-09-12 14:11:40";"509";"2";"4407";"43.636517";"-79.414680";"0101000020E61000008A93FB1D8ADA53C08C2C996379D14540";"2";"9";"2"
"2017-09-05 14:42:20";"512";"13";"4418";"43.678783";"-79.439301";"0101000020E61000006806F1811DDC53C0570A815CE2D64540";"2";"9";"2"
"2017-09-12 14:35:20";"512";"37";"4090";"43.674232";"-79.459770";"0101000020E6100000A56B26DF6CDD53C056F5F23B4DD64540";"2";"9";"2"
"2017-09-08 14:01:20";"501";"4";"4229";"43.651699";"-79.390770";"0101000020E610000082902C6002D953C0FFEA71DF6AD34540";"2";"9";"5"
"2017-09-29 14:57:20";"512";"2";"4120";"43.676182";"-79.451103";"0101000020E610000029081EDFDEDC53C06A12BC218DD64540";"2";"9";"5"
"2017-09-29 14:57:20";"512";"36";"4120";"43.676182";"-79.451103";"0101000020E610000029081EDFDEDC53C06A12BC218DD64540";"2";"9";"5"
